prof,code,lecture,workload,personality,overall,challenge,learning
Susan Loffredo,CS1200,4.633442460317459,12.4,4.273611111111111,4.791666666666667,4.395277777777778,4.546269841269842
Tamara Bonaci,CS5002,4.395833333333334,4.0,4.508164983164983,4.492424242424242,3.582575757575758,3.999458874458875
Tamara Bonaci,CS5004,3.697916666666667,16.0,3.875,3.625,3.878787878787879,3.8820346320346317
Tamara Bonaci,CS5010,3.291666666666667,12.0,3.444444444444444,3.166666666666667,3.666666666666667,3.857142857142857
Tamara Bonaci,CS5770,4.283333333333333,20.0,4.410317460317461,4.5,4.250980392156863,4.198774509803921
Tamara Bonaci,CS6410,3.9145833333333333,13.0,3.525,3.7666666666666666,3.9541666666666666,3.8761904761904766
Tamara Bonaci,CS7290,1.375,16.0,1.5,1.0,2.5,2.5714285714285716
Tasneem Nipplewala,CS5010,3.875,8.0,4.0,3.5,3.5,3.857142857142857
Themis Papageorge,CS5010,3.8183114035087717,15.0,4.004166666666667,4.0125,4.265789473684211,3.943149540517961
Themis Papageorge,CS5120,4.405932856298548,14.666666666666666,3.944222988441305,4.374206349206349,3.966263508949679,4.16781443396185
Themis Papageorge,CS5130,4.193530701754386,12.0,4.152777777777779,3.9791666666666665,4.199561403508772,4.3218708536046
Themis Papageorge,CS5200,4.172451241134752,16.0,4.307971014492753,4.007575757575758,4.248144220572641,4.236094224924012
Themis Papageorge,CS5210,4.0417917876112535,14.4,3.849215099915564,3.911469902646374,3.7342602495543673,3.8478614323904017
Themis Papageorge,CS5250,4.21875,12.0,4.194139194139194,4.3007518796992485,4.09920634920635,4.229591836734694
Themis Papageorge,CS6120,2.71875,14.0,3.236111111111111,2.375,2.875,2.6785714285714284
Therapon Skoteiniotis,CS5001,4.136111111111111,12.0,3.5,4.1,3.9333333333333336,4.009523809523809
Therapon Skoteiniotis,CS5004,4.724856883796028,16.0,4.110809877257246,4.812568681318681,4.385531135531135,4.650186420722134
Therapon Skoteiniotis,CS5600,4.603174603174604,20.0,3.826906487232574,4.7271825396825395,4.504298941798942,4.526360544217687
Thomas Wahl,CS2500,3.9602907509157506,20.0,3.4160714285714286,4.379166666666666,4.170833333333333,3.8986656200941914
Thomas Wahl,CS2800,4.316483065002801,16.0,4.021730462519937,4.337719298245615,4.335923423423424,4.273728547412758
Thomas Wahl,CS5800,4.3267605490387755,12.0,3.4992342782665364,4.1637992831541215,4.263196480938417,4.239338081273566
Thomas Wahl,CS7485,4.558854166666666,12.0,4.566666666666666,4.7333333333333325,4.533333333333333,4.519047619047619
Tiffani Williams,CS5001,4.8,12.0,3.9666666666666672,5.0,4.6,4.6571428571428575
Tiffani Williams,CS5002,4.1,12.0,3.9666666666666672,4.4,4.2,4.085714285714286
Tiffani Williams,CS5006,4.395833333333334,12.0,4.4111111111111105,4.683333333333334,4.283333333333333,4.342857142857143
Tiffani Williams,CS5007,4.041666666666667,12.0,3.9722222222222223,4.5,3.0,3.9761904761904763
Tiffani Williams,CS5800,4.0625,10.0,4.083333333333333,4.25,4.25,4.214285714285714
Timothy Bickmore,CS2000,3.5,16.0,3.5,4.0,4.0,3.7142857142857144
Timothy Bickmore,CS4300,4.272395833333333,8.0,4.370754928315413,4.15625,3.9116379310344827,4.06577380952381
Timothy Bickmore,CS4800,4.275013801987487,10.0,3.685061137692717,4.413076923076923,3.966346153846154,4.17638940007361
Timothy Bickmore,CS6350,4.5278619528619535,10.666666666666666,3.9749092229484386,4.531313131313131,4.323569023569024,4.447763347763348
Timothy Trow,CS5200,4.525778619528619,12.0,3.999909222948439,4.422979797979798,4.343013468013468,4.41919191919192
Tina Eliassi-Rad,CS6220,3.6524316305469555,14.0,3.052648778809769,3.5717105263157896,3.601608187134503,3.7067878028404344
Vanessa Murdock,CS6200,4.6021875,14.0,4.242407407407407,4.555,4.547173913043478,4.535198412698412
Vidoje Mihajlovikj,CS1100,4.25,16.0,3.611111111111112,3.833333333333333,4.166666666666666,4.3809523809523805
Vidoje Mihajlovikj,CS1500,4.227756132756133,8.8,4.391843966218966,4.271161477411477,4.24076166888667,4.265698269983984
Vidoje Mihajlovikj,CS3500,4.5546875,8.0,4.704861111111112,4.84375,4.375,4.541071428571429
Vidoje Mihajlovikj,CS3520,4.310279502156913,20.0,4.650190766359245,4.481554677206851,4.591229838709678,4.301245461527719
Vidoje Mihajlovikj,CS5004,4.591666666666667,12.0,4.766666666666667,4.633333333333333,4.707692307692307,4.504761904761905
Vidoje Mihajlovikj,CS5006,4.641339869281046,20.0,4.87962962962963,4.861111111111111,4.767973856209151,4.6198646125116705
Vidoje Mihajlovikj,CS5010,4.616071428571428,20.0,4.726190476190477,4.75,4.714285714285714,4.581632653061225
Vidoje Mihajlovikj,CS5610,4.744642857142857,16.0,4.822619047619048,4.832142857142857,4.492857142857143,4.705102040816326
Vinay Preet Singh,CS5200,4.410714285714286,12.0,3.6428571428571423,3.857142857142857,4.357142857142858,4.183673469387755
Vinayak Rao,CS5002,4.4,12.0,4.5,3.85,4.25,4.285714285714286
Vinayak Rao,CS5006,2.950892857142857,14.0,2.924793956043956,2.834821428571429,3.871700310559006,3.329654687962141
Vinayak Rao,CS5007,2.3660714285714284,12.0,2.3422619047619047,2.125,3.25,2.3231292517006805
Vinayak Rao,CS5600,2.6875,16.0,2.544642857142857,2.3125,3.5625,2.7193877551020407
Virgil Pavlu,CS1800,4.243189102564102,20.0,4.282051282051283,4.278044871794872,4.642628205128205,4.314789377289377
Virgil Pavlu,CS5230,4.224486373370353,10.666666666666666,4.246685732300169,4.377376858759837,4.44927780664854,4.225385717668768
Virgil Pavlu,CS5800,4.44235294117647,20.0,4.562549019607844,4.598039215686274,4.401489361702128,4.372553891121665
Virgil Pavlu,CS6140,4.657063090418354,20.0,4.3039529914529915,4.668269230769231,4.61679114750388,4.552725731125301
Virgil Pavlu,CS6200,4.833333333333333,20.0,4.018518518518518,4.916666666666667,4.833333333333333,4.83015873015873
Virgil Pavlu,CS6220,4.745237091125249,19.0,4.238398279352227,4.8335050366300365,4.5531466888374785,4.623503380274265
Walter Schnyder,CS1800,4.44235294117647,20.0,4.562549019607844,4.598039215686274,4.401489361702128,4.372553891121665
Walter Schnyder,CS3800,3.587257174944168,9.5,3.3874623773847876,3.500571895424837,3.9929905920651354,3.5965343742727107
Walter Schnyder,CS4800,3.686144501278773,12.0,4.010588235294119,3.5852287581699347,4.216911764705882,3.8139130434782613
Walter Schnyder,CS5002,3.8485349898975243,14.0,4.122729620212935,3.832035595105673,4.290044493882091,3.8998033460776744
Wendy Gordon-Hewick,CS1200,3.684961023276241,13.5,3.813203459823119,3.554466333302998,4.006421356421356,3.8329310941512906
William Clinger,CS3800,3.9016233766233768,4.0,3.3158008658008655,3.5863095238095237,3.1524725274725274,3.5202226345083485
William Clinger,CS5010,4.104093822843823,10.0,3.9925036075036076,4.0649999999999995,4.483717948717948,4.133668712240141
William Clinger,CS5500,3.734807901433532,20.0,3.3860905690251943,3.6445414430444814,3.755398354900832,3.6640305614288327
William Clinger,CS5800,4.5,12.0,3.7777777777777772,4.555555555555555,4.277777777777778,4.394557823129252
William Clinger,CS7400,3.5876349527665314,20.0,3.6140350877192984,3.3289473684210527,3.889473684210526,3.570079043763254
William Robertson,CS4740,3.2611607142857144,16.0,3.885251322751323,2.833333333333333,3.8888888888888884,3.1306689342403624
William Robertson,CS5770,3.5402644230769234,18.0,3.3958333333333335,2.9375,3.6875,3.492445054945055
William Robertson,CS6740,3.906517094017094,14.0,3.3940972222222223,3.836232088989442,4.227658371040724,3.909134166487108
Wolfgang Gatterbauer,CS3200,3.5402644230769234,18.0,3.3958333333333335,2.9375,3.6875,3.492445054945055
Wolfgang Gatterbauer,CS7290,3.8212126600284497,11.0,4.137861545756282,3.581081081081081,4.000711237553343,3.874359321727743
Woodrow Hartzog,CS4170,4.708333333333333,20.0,4.944444444444445,4.833333333333334,4.833333333333334,4.714285714285714
Yan Luo,CS5200,4.65625,12.0,4.625,4.875,4.625,4.678571428571429
Yasmil Montes,CS1210,4.441666666666666,12.0,4.541666666666667,4.275,4.25,4.285714285714286
Yetunde Folajimi,CS4150,4.096735284320796,4.0,3.784313840435921,4.187998739611643,3.2829975579975583,3.7965749276237126
Yetunde Folajimi,CS5100,2.568181818181818,12.0,2.7121212121212124,2.3181818181818183,3.0454545454545454,2.623376623376624
Yetunde Folajimi,CS5150,3.527777777777778,16.0,3.1504629629629632,3.2222222222222223,3.888888888888889,3.80952380952381
Yi Jia,CS5006,2.568181818181818,12.0,2.7121212121212124,2.3181818181818183,3.0454545454545454,2.623376623376624
Yi Jia,CS5007,3.0625,14.0,3.25,2.75,3.25,3.857142857142857
Yijun Zhao,CS6220,3.6875,8.0,3.5833333333333335,3.416666666666667,3.75,3.8809523809523805
Yingbin Liang,CS6200,4.158333333333333,14.0,3.5611111111111113,4.0600000000000005,4.140000000000001,4.103809523809525
Yiyang Zhang,CS5010,4.891666666666667,14.0,4.933333333333334,4.833333333333334,4.7,4.857142857142857
Yizhou Sun,CS6220,4.263888888888888,20.0,4.351851851851851,4.309523809523809,4.339869281045752,4.220996732026143
Yoganand Chandrasekhar,CS5006,4.297039473684211,16.0,3.7041666666666666,4.35,4.4125,4.297932330827067
Yoganand Chandrasekhar,CS5007,4.125,14.0,4.0,4.0,4.25,4.214285714285714
Yunfeng Yue,CS5010,4.0,8.0,4.0,4.0,4.0,3.952380952380952
Zaihan Yang,CS1100,4.107142857142857,20.0,4.1190476190476195,4.178571428571429,4.189075630252101,4.1348289315726285
Zaihan Yang,CS6200,3.816942719116632,12.0,3.3616951586126445,3.731652046783626,4.210778841041999,4.027807064854928
Zhifeng Sun,CS5700,3.765625,16.0,3.4166666666666665,3.4375,4.1875,3.989795918367347
Zhifeng Sun,CS5800,4.638437950937951,16.0,4.398351648351649,4.762698412698413,4.587037037037037,4.582251082251083
Zhifeng Sun,CS5800,4.780388349083755,16.571428571428573,4.161995014305017,4.855991226900116,4.675202041312169,4.756554397322547
